ID,orderID,email,firstName,lastName,country_countryTwoLetterISOCode,createdOn,deliveryDate,orderStatus_code,imageURL,createdAt,createdBy,modifiedAt,modifiedBy
8f1c2b7e-4a1f-4c8e-9d1a-1a2b3c4d5e01,10001,john.smith@example.com,John,Smith,US,2026-05-01,2026-05-05,0,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
9a2d3c8f-5b2e-4d9f-8e2b-2b3c4d5e6f02,10002,emma.jones@example.com,Emma,Jones,CA,2026-05-02,2026-05-07,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
ab3e4d9a-6c3f-4e0a-9f3c-3c4d5e6f7a03,10003,li.wei@example.com,Li,Wei,CN,2026-05-03,2026-05-09,0,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
bc4f5eab-7d40-4f1b-af4d-4d5e6f7a8b04,10004,sofia.garcia@example.com,Sofia,Garcia,ES,2026-05-04,2026-05-10,3,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
cd506fbc-8e51-402c-b05e-5e6f7a8b9c05,10005,michael.brown@example.com,Michael,Brown,US,2026-05-05,2026-05-12,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
de6170cd-9f62-413d-c16f-6f7a8b9c0d06,10006,olivia.martin@example.com,Olivia,Martin,FR,2026-05-06,2026-05-13,2,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
ef7281de-af73-424e-d270-7a8b9c0d1e07,10007,noah.kim@example.com,Noah,Kim,KR,2026-05-07,2026-05-14,3,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
f08392ef-b084-435f-e381-8b9c0d1e2f08,10008,ava.lee@example.com,Ava,Lee,GB,2026-05-08,2026-05-15,0,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
0194a300-c195-4460-f492-9c0d1e2f3009,10009,lucas.miller@example.com,Lucas,Miller,DE,2026-05-09,2026-05-16,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
12a5b411-d2a6-4571-0513-a0d1e2f34010,10010,mia.davis@example.com,Mia,Davis,US,2026-05-10,2026-05-17,2,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
23b6c522-e3b7-4682-1624-b1e2f3405011,10011,ethan.wilson@example.com,Ethan,Wilson,US,2026-05-11,2026-05-18,3,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
34c7d633-f4c8-4793-2735-c2f340506012,10012,isabella.moore@example.com,Isabella,Moore,IT,2026-05-12,2026-05-19,0,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
45d8e744-05d9-48a4-3846-d34050607113,10013,james.taylor@example.com,James,Taylor,US,2026-05-13,2026-05-20,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
56e9f855-16ea-49b5-4957-e45060718214,10014,amelia.anderson@example.com,Amelia,Anderson,SE,2026-05-14,2026-05-21,2,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
67fa0966-27fb-4ac6-5a68-f56071829315,10015,benjamin.thomas@example.com,Benjamin,Thomas,US,2026-05-15,2026-05-22,3,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
780b1a77-380c-4bd7-6b79-067182934416,10016,charlotte.jackson@example.com,Charlotte,Jackson,AU,2026-05-16,2026-05-23,0,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
891c2b88-491d-4ce8-7c8a-178293445517,10017,henry.white@example.com,Henry,White,US,2026-05-17,2026-05-24,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
9a2d3c99-5a2e-4df9-8d9b-289344556618,10018,evelyn.harris@example.com,Evelyn,Harris,FR,2026-05-18,2026-05-25,2,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
ab3e4daa-6b3f-4e0a-9eac-39a455667719,10019,jack.clark@example.com,Jack,Clark,US,2026-05-19,2026-05-26,3,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
bc4f5ebb-7c40-4f1b-afbd-4ab566778820,10020,harper.robinson@example.com,Harper,Robinson,GB,2026-05-20,2026-05-27,1,https://academy.logaligroup.com/pluginfile.php/1/core_admin/logo/0x200/1775826080/logo_logali_academy.png,,,
